,fname,tnum,task_phase,trial_type,forced,picked_best,rt,ch_side,left_type,left_prob,right_type,right_prob,chosen_prob,chosen_type,best_type,best_prob,best_side
24,K20240226,24.0,4.0,2.0,0.0,1.0,244.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
25,K20240226,25.0,4.0,2.0,-1.0,1.0,138.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
26,K20240226,26.0,4.0,2.0,0.0,1.0,263.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
27,K20240226,27.0,4.0,2.0,0.0,1.0,137.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
28,K20240226,28.0,4.0,2.0,0.0,1.0,135.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
29,K20240226,29.0,4.0,2.0,-1.0,1.0,158.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
30,K20240226,30.0,4.0,2.0,1.0,1.0,121.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
31,K20240226,31.0,4.0,2.0,0.0,1.0,294.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
32,K20240226,32.0,4.0,2.0,1.0,1.0,154.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
33,K20240226,33.0,4.0,2.0,1.0,1.0,119.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
34,K20240226,34.0,4.0,2.0,0.0,0.0,344.0,-1.0,2.0,20.0,2.0,50.0,20.0,2.0,2.0,50.0,1.0
35,K20240226,35.0,4.0,2.0,0.0,0.0,158.0,1.0,2.0,50.0,2.0,20.0,20.0,2.0,2.0,50.0,-1.0
36,K20240226,36.0,4.0,2.0,-1.0,1.0,141.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
37,K20240226,37.0,4.0,2.0,0.0,1.0,165.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
38,K20240226,38.0,4.0,2.0,0.0,1.0,180.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
39,K20240226,39.0,4.0,2.0,0.0,1.0,253.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
40,K20240226,40.0,4.0,2.0,-1.0,1.0,158.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
41,K20240226,41.0,4.0,2.0,0.0,1.0,156.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
42,K20240226,42.0,4.0,2.0,0.0,1.0,224.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
43,K20240226,43.0,4.0,2.0,-1.0,1.0,142.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
44,K20240226,44.0,4.0,2.0,-1.0,1.0,152.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
45,K20240226,45.0,4.0,2.0,0.0,1.0,313.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
46,K20240226,46.0,4.0,2.0,1.0,1.0,114.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
47,K20240226,47.0,4.0,2.0,1.0,1.0,128.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
48,K20240226,48.0,4.0,2.0,1.0,1.0,127.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
49,K20240226,49.0,4.0,2.0,0.0,1.0,169.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
50,K20240226,50.0,4.0,2.0,0.0,1.0,153.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
51,K20240226,51.0,4.0,2.0,0.0,1.0,279.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
52,K20240226,52.0,4.0,2.0,1.0,1.0,160.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
53,K20240226,53.0,4.0,2.0,0.0,1.0,178.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
54,K20240226,54.0,4.0,2.0,0.0,1.0,335.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
55,K20240226,55.0,4.0,2.0,-1.0,1.0,156.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
56,K20240226,56.0,4.0,2.0,1.0,1.0,136.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
57,K20240226,57.0,4.0,2.0,-1.0,1.0,137.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
58,K20240226,58.0,4.0,2.0,0.0,1.0,225.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
59,K20240226,59.0,4.0,2.0,1.0,1.0,149.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
60,K20240226,60.0,4.0,2.0,-1.0,1.0,163.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
61,K20240226,61.0,4.0,2.0,-1.0,1.0,158.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
62,K20240226,62.0,4.0,2.0,1.0,1.0,147.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
63,K20240226,63.0,4.0,2.0,1.0,1.0,106.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
64,K20240226,64.0,4.0,2.0,0.0,1.0,155.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
65,K20240226,65.0,4.0,2.0,0.0,1.0,136.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
66,K20240226,66.0,4.0,2.0,-1.0,1.0,137.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
67,K20240226,67.0,4.0,2.0,1.0,1.0,130.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
68,K20240226,68.0,4.0,2.0,0.0,1.0,184.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
69,K20240226,69.0,4.0,2.0,0.0,1.0,248.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
70,K20240226,70.0,4.0,2.0,0.0,1.0,647.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
71,K20240226,71.0,4.0,2.0,-1.0,1.0,178.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
72,K20240226,72.0,4.0,2.0,0.0,1.0,176.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
73,K20240226,73.0,4.0,2.0,0.0,1.0,136.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
74,K20240226,74.0,4.0,2.0,-1.0,1.0,150.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
75,K20240226,75.0,4.0,2.0,-1.0,1.0,170.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
76,K20240226,76.0,4.0,2.0,0.0,1.0,368.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
77,K20240226,77.0,4.0,2.0,0.0,1.0,176.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
78,K20240226,78.0,4.0,2.0,0.0,1.0,153.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
79,K20240226,79.0,4.0,2.0,0.0,1.0,237.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
80,K20240226,80.0,4.0,2.0,1.0,1.0,133.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
81,K20240226,81.0,4.0,2.0,1.0,1.0,137.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
82,K20240226,82.0,4.0,2.0,0.0,1.0,171.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
83,K20240226,83.0,4.0,2.0,-1.0,1.0,161.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
84,K20240226,84.0,4.0,2.0,1.0,1.0,157.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
85,K20240226,85.0,4.0,2.0,0.0,1.0,170.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
86,K20240226,86.0,4.0,2.0,1.0,1.0,113.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
87,K20240226,87.0,4.0,2.0,-1.0,1.0,137.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
88,K20240226,88.0,4.0,2.0,0.0,1.0,246.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
89,K20240226,89.0,4.0,2.0,0.0,1.0,154.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
90,K20240226,90.0,4.0,2.0,1.0,1.0,156.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
91,K20240226,91.0,4.0,2.0,0.0,1.0,186.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
92,K20240226,92.0,4.0,2.0,0.0,1.0,165.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
93,K20240226,93.0,4.0,2.0,-1.0,1.0,146.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
94,K20240226,94.0,4.0,2.0,-1.0,1.0,154.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
95,K20240226,95.0,4.0,2.0,0.0,1.0,144.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
96,K20240226,96.0,4.0,2.0,1.0,1.0,100.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
97,K20240226,97.0,4.0,2.0,0.0,1.0,202.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
98,K20240226,98.0,4.0,2.0,-1.0,1.0,174.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
99,K20240226,99.0,4.0,2.0,1.0,1.0,158.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
100,K20240226,100.0,4.0,2.0,1.0,1.0,121.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
101,K20240226,101.0,4.0,2.0,0.0,1.0,176.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
102,K20240226,102.0,4.0,2.0,-1.0,1.0,153.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
103,K20240226,103.0,4.0,2.0,0.0,1.0,171.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
104,K20240226,104.0,4.0,2.0,0.0,1.0,159.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
105,K20240226,105.0,4.0,2.0,-1.0,1.0,150.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
106,K20240226,106.0,4.0,2.0,0.0,1.0,157.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
107,K20240226,107.0,4.0,2.0,1.0,1.0,159.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
108,K20240226,108.0,4.0,2.0,0.0,1.0,172.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
109,K20240226,109.0,4.0,2.0,0.0,1.0,163.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
110,K20240226,110.0,4.0,2.0,-1.0,1.0,169.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
111,K20240226,111.0,4.0,2.0,0.0,1.0,142.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
112,K20240226,112.0,4.0,2.0,0.0,1.0,289.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
113,K20240226,113.0,4.0,2.0,0.0,1.0,169.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
114,K20240226,114.0,4.0,2.0,1.0,1.0,160.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
115,K20240226,115.0,4.0,2.0,-1.0,1.0,156.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
116,K20240226,116.0,4.0,2.0,1.0,1.0,136.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
117,K20240226,117.0,4.0,2.0,1.0,1.0,155.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
118,K20240226,118.0,4.0,2.0,0.0,1.0,196.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
119,K20240226,119.0,4.0,2.0,0.0,1.0,171.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
120,K20240226,120.0,4.0,2.0,-1.0,1.0,187.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
121,K20240226,121.0,5.0,1.0,1.0,1.0,154.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
122,K20240226,122.0,5.0,1.0,-1.0,1.0,173.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
123,K20240226,123.0,5.0,1.0,1.0,1.0,154.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
124,K20240226,124.0,5.0,1.0,0.0,1.0,154.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
125,K20240226,125.0,5.0,1.0,0.0,1.0,168.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
126,K20240226,126.0,5.0,1.0,-1.0,1.0,156.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
127,K20240226,127.0,5.0,1.0,0.0,1.0,157.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
128,K20240226,128.0,5.0,1.0,0.0,1.0,153.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
129,K20240226,129.0,5.0,1.0,-1.0,1.0,162.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
130,K20240226,130.0,5.0,1.0,1.0,1.0,150.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
131,K20240226,131.0,5.0,1.0,0.0,1.0,248.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
132,K20240226,132.0,5.0,1.0,0.0,0.0,163.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
133,K20240226,133.0,5.0,1.0,-1.0,1.0,172.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
134,K20240226,134.0,5.0,1.0,0.0,0.0,143.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
135,K20240226,135.0,5.0,1.0,1.0,1.0,158.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
136,K20240226,136.0,5.0,1.0,-1.0,1.0,191.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
137,K20240226,137.0,5.0,1.0,1.0,1.0,109.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
138,K20240226,138.0,5.0,1.0,0.0,1.0,179.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
139,K20240226,139.0,5.0,1.0,0.0,1.0,158.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
140,K20240226,140.0,5.0,1.0,-1.0,1.0,153.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
141,K20240226,141.0,5.0,1.0,0.0,1.0,280.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
142,K20240226,142.0,5.0,1.0,0.0,1.0,163.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
143,K20240226,143.0,5.0,1.0,1.0,1.0,162.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
144,K20240226,144.0,5.0,1.0,0.0,1.0,182.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
145,K20240226,145.0,5.0,1.0,-1.0,1.0,159.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
146,K20240226,146.0,5.0,1.0,1.0,1.0,138.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
147,K20240226,147.0,5.0,1.0,-1.0,1.0,153.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
148,K20240226,148.0,5.0,1.0,1.0,1.0,125.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
149,K20240226,149.0,5.0,1.0,0.0,1.0,143.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
150,K20240226,150.0,5.0,1.0,0.0,1.0,153.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
151,K20240226,151.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
152,K20240226,152.0,5.0,1.0,-1.0,1.0,188.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
153,K20240226,153.0,5.0,1.0,0.0,1.0,295.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
154,K20240226,154.0,5.0,1.0,0.0,1.0,179.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
155,K20240226,155.0,5.0,1.0,0.0,1.0,160.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
156,K20240226,156.0,5.0,1.0,0.0,1.0,254.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
157,K20240226,157.0,5.0,1.0,-1.0,1.0,157.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
158,K20240226,158.0,5.0,1.0,1.0,1.0,159.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
159,K20240226,159.0,5.0,1.0,0.0,1.0,143.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
160,K20240226,160.0,5.0,1.0,0.0,1.0,143.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
161,K20240226,161.0,5.0,1.0,0.0,1.0,258.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
162,K20240226,162.0,5.0,1.0,-1.0,1.0,156.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
163,K20240226,163.0,5.0,1.0,0.0,1.0,153.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
164,K20240226,164.0,5.0,1.0,0.0,1.0,181.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
165,K20240226,165.0,5.0,1.0,1.0,1.0,157.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
166,K20240226,166.0,5.0,1.0,0.0,1.0,193.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
167,K20240226,167.0,5.0,1.0,-1.0,1.0,176.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
168,K20240226,168.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
169,K20240226,169.0,5.0,1.0,1.0,1.0,130.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
170,K20240226,170.0,5.0,1.0,0.0,1.0,160.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
171,K20240226,171.0,5.0,1.0,0.0,1.0,154.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
172,K20240226,172.0,5.0,1.0,0.0,1.0,187.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
173,K20240226,173.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
174,K20240226,174.0,5.0,1.0,0.0,1.0,158.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
175,K20240226,175.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
176,K20240226,176.0,5.0,1.0,-1.0,1.0,142.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
177,K20240226,177.0,5.0,1.0,-1.0,1.0,158.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
178,K20240226,178.0,5.0,1.0,0.0,1.0,179.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
179,K20240226,179.0,5.0,1.0,-1.0,1.0,167.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
180,K20240226,180.0,5.0,1.0,0.0,1.0,235.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
181,K20240226,181.0,5.0,1.0,0.0,1.0,188.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
182,K20240226,182.0,5.0,1.0,0.0,1.0,170.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
183,K20240226,183.0,5.0,1.0,0.0,1.0,158.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
184,K20240226,184.0,5.0,1.0,-1.0,1.0,101.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
185,K20240226,185.0,5.0,1.0,0.0,1.0,152.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
186,K20240226,186.0,5.0,1.0,0.0,1.0,135.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
187,K20240226,187.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
188,K20240226,188.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
189,K20240226,189.0,5.0,1.0,0.0,1.0,175.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
190,K20240226,190.0,5.0,1.0,1.0,1.0,156.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
191,K20240226,191.0,5.0,1.0,-1.0,1.0,169.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
