,fname,tnum,task_phase,trial_type,forced,picked_best,rt,ch_side,left_type,left_prob,right_type,right_prob,chosen_prob,chosen_type,best_type,best_prob,best_side
38,K20240223,38.0,1.0,1.0,-1.0,1.0,157.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
39,K20240223,39.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
40,K20240223,40.0,1.0,1.0,1.0,1.0,119.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
41,K20240223,41.0,1.0,1.0,0.0,0.0,185.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
42,K20240223,42.0,1.0,1.0,0.0,1.0,163.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
43,K20240223,43.0,1.0,1.0,0.0,1.0,308.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
44,K20240223,44.0,1.0,1.0,-1.0,1.0,160.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
45,K20240223,45.0,1.0,1.0,0.0,1.0,202.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
46,K20240223,46.0,1.0,1.0,0.0,1.0,156.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
47,K20240223,47.0,1.0,1.0,-1.0,1.0,175.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
48,K20240223,48.0,1.0,1.0,1.0,1.0,158.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
49,K20240223,49.0,1.0,1.0,0.0,1.0,171.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
50,K20240223,50.0,1.0,1.0,0.0,0.0,573.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
51,K20240223,51.0,1.0,1.0,0.0,1.0,195.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
52,K20240223,52.0,1.0,1.0,-1.0,1.0,158.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
53,K20240223,53.0,1.0,1.0,-1.0,1.0,174.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
54,K20240223,54.0,1.0,1.0,1.0,1.0,125.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
55,K20240223,55.0,1.0,1.0,0.0,1.0,181.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
56,K20240223,56.0,1.0,1.0,0.0,1.0,171.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
57,K20240223,57.0,1.0,1.0,0.0,1.0,158.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
58,K20240223,58.0,1.0,1.0,1.0,1.0,152.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
59,K20240223,59.0,1.0,1.0,-1.0,1.0,152.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
60,K20240223,60.0,1.0,1.0,0.0,0.0,169.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
61,K20240223,61.0,1.0,1.0,0.0,1.0,154.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
62,K20240223,62.0,1.0,1.0,0.0,1.0,182.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
63,K20240223,63.0,1.0,1.0,1.0,1.0,135.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
64,K20240223,64.0,1.0,1.0,0.0,1.0,159.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
65,K20240223,65.0,1.0,1.0,1.0,1.0,116.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
66,K20240223,66.0,1.0,1.0,0.0,1.0,198.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
67,K20240223,67.0,1.0,1.0,0.0,1.0,292.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
68,K20240223,68.0,1.0,1.0,0.0,1.0,204.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
69,K20240223,69.0,1.0,1.0,0.0,1.0,190.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
70,K20240223,70.0,1.0,1.0,-1.0,1.0,166.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
71,K20240223,71.0,1.0,1.0,0.0,0.0,868.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
72,K20240223,72.0,1.0,1.0,-1.0,1.0,176.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
73,K20240223,73.0,1.0,1.0,0.0,1.0,200.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
74,K20240223,74.0,1.0,1.0,1.0,1.0,120.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
75,K20240223,75.0,1.0,1.0,0.0,1.0,375.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
76,K20240223,76.0,1.0,1.0,1.0,1.0,138.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
77,K20240223,77.0,1.0,1.0,-1.0,1.0,137.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
78,K20240223,78.0,1.0,1.0,0.0,0.0,187.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
79,K20240223,79.0,1.0,1.0,0.0,1.0,176.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
80,K20240223,80.0,1.0,1.0,1.0,1.0,153.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
81,K20240223,81.0,1.0,1.0,0.0,1.0,177.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
82,K20240223,82.0,1.0,1.0,0.0,0.0,174.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
83,K20240223,83.0,1.0,1.0,1.0,1.0,119.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
84,K20240223,84.0,1.0,1.0,-1.0,1.0,171.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
85,K20240223,85.0,1.0,1.0,-1.0,1.0,150.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
86,K20240223,86.0,1.0,1.0,0.0,1.0,189.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
87,K20240223,87.0,1.0,1.0,1.0,1.0,203.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
88,K20240223,88.0,1.0,1.0,0.0,1.0,174.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
89,K20240223,89.0,1.0,1.0,0.0,0.0,188.0,-1.0,1.0,50.0,1.0,80.0,50.0,1.0,1.0,80.0,1.0
90,K20240223,90.0,1.0,1.0,-1.0,1.0,167.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
91,K20240223,91.0,1.0,1.0,0.0,1.0,167.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
92,K20240223,92.0,1.0,1.0,0.0,1.0,172.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
93,K20240223,93.0,1.0,1.0,0.0,1.0,180.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
94,K20240223,94.0,1.0,1.0,0.0,1.0,174.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
95,K20240223,95.0,1.0,1.0,0.0,1.0,188.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
96,K20240223,96.0,1.0,1.0,-1.0,1.0,121.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
97,K20240223,97.0,1.0,1.0,1.0,1.0,163.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
98,K20240223,98.0,1.0,1.0,1.0,1.0,105.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
99,K20240223,99.0,1.0,1.0,-1.0,1.0,159.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
100,K20240223,100.0,1.0,1.0,1.0,1.0,171.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
101,K20240223,101.0,1.0,1.0,0.0,1.0,190.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
102,K20240223,102.0,1.0,1.0,0.0,1.0,355.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
103,K20240223,103.0,1.0,1.0,0.0,1.0,170.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
104,K20240223,104.0,1.0,1.0,-1.0,1.0,175.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
105,K20240223,105.0,1.0,1.0,-1.0,1.0,168.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
106,K20240223,106.0,1.0,1.0,0.0,1.0,162.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
107,K20240223,107.0,1.0,1.0,0.0,1.0,158.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
108,K20240223,108.0,1.0,1.0,1.0,1.0,126.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
109,K20240223,109.0,1.0,1.0,1.0,1.0,153.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
110,K20240223,110.0,1.0,1.0,0.0,1.0,141.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
111,K20240223,111.0,1.0,1.0,1.0,1.0,169.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
112,K20240223,112.0,1.0,1.0,-1.0,1.0,137.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
113,K20240223,113.0,1.0,1.0,0.0,1.0,158.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
114,K20240223,114.0,1.0,1.0,-1.0,1.0,147.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
115,K20240223,115.0,1.0,1.0,0.0,1.0,185.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
116,K20240223,116.0,1.0,1.0,0.0,1.0,269.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
117,K20240223,117.0,1.0,1.0,0.0,1.0,187.0,-1.0,1.0,80.0,1.0,20.0,80.0,1.0,1.0,80.0,-1.0
118,K20240223,118.0,1.0,1.0,-1.0,1.0,168.0,-1.0,1.0,80.0,1.0,0.0,80.0,1.0,1.0,80.0,-1.0
119,K20240223,119.0,1.0,1.0,1.0,1.0,157.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
120,K20240223,120.0,1.0,1.0,1.0,1.0,153.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
121,K20240223,121.0,1.0,1.0,0.0,1.0,264.0,-1.0,1.0,80.0,1.0,50.0,80.0,1.0,1.0,80.0,-1.0
122,K20240223,122.0,1.0,1.0,-1.0,1.0,170.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
123,K20240223,123.0,1.0,1.0,-1.0,1.0,160.0,-1.0,1.0,50.0,1.0,0.0,50.0,1.0,1.0,50.0,-1.0
124,K20240223,124.0,1.0,1.0,1.0,1.0,177.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
125,K20240223,125.0,1.0,1.0,0.0,1.0,187.0,-1.0,1.0,50.0,1.0,20.0,50.0,1.0,1.0,50.0,-1.0
126,K20240223,126.0,1.0,1.0,0.0,1.0,179.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
127,K20240223,127.0,1.0,1.0,0.0,1.0,278.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
128,K20240223,128.0,1.0,1.0,0.0,1.0,166.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
129,K20240223,129.0,2.0,2.0,1.0,1.0,154.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
130,K20240223,130.0,2.0,2.0,-1.0,1.0,157.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
131,K20240223,131.0,2.0,2.0,1.0,1.0,155.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
132,K20240223,132.0,2.0,2.0,1.0,1.0,166.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
133,K20240223,133.0,2.0,2.0,0.0,1.0,136.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
134,K20240223,134.0,2.0,2.0,0.0,0.0,192.0,-1.0,2.0,20.0,2.0,50.0,20.0,2.0,2.0,50.0,1.0
135,K20240223,135.0,2.0,2.0,0.0,1.0,138.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
136,K20240223,136.0,2.0,2.0,-1.0,1.0,171.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
137,K20240223,137.0,2.0,2.0,-1.0,1.0,160.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
138,K20240223,138.0,2.0,2.0,0.0,1.0,156.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
139,K20240223,139.0,2.0,2.0,0.0,1.0,160.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
140,K20240223,140.0,2.0,2.0,0.0,1.0,148.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
141,K20240223,141.0,2.0,2.0,0.0,1.0,289.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
142,K20240223,142.0,2.0,2.0,0.0,1.0,150.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
143,K20240223,143.0,2.0,2.0,0.0,1.0,142.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
144,K20240223,144.0,2.0,2.0,-1.0,1.0,124.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
145,K20240223,145.0,2.0,2.0,1.0,1.0,160.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
146,K20240223,146.0,2.0,2.0,0.0,1.0,162.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
147,K20240223,147.0,2.0,2.0,1.0,1.0,161.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
148,K20240223,148.0,2.0,2.0,0.0,1.0,150.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
149,K20240223,149.0,2.0,2.0,0.0,1.0,294.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
150,K20240223,150.0,2.0,2.0,0.0,1.0,136.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
151,K20240223,151.0,2.0,2.0,1.0,1.0,138.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
152,K20240223,152.0,2.0,2.0,-1.0,1.0,121.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
153,K20240223,153.0,2.0,2.0,-1.0,1.0,176.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
154,K20240223,154.0,2.0,2.0,0.0,1.0,165.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
155,K20240223,155.0,2.0,2.0,-1.0,1.0,152.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
156,K20240223,156.0,2.0,2.0,-1.0,1.0,806.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
157,K20240223,157.0,2.0,2.0,1.0,1.0,143.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
158,K20240223,158.0,2.0,2.0,1.0,1.0,154.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
159,K20240223,159.0,2.0,2.0,0.0,1.0,170.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
160,K20240223,160.0,2.0,2.0,0.0,1.0,141.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
161,K20240223,161.0,2.0,2.0,-1.0,1.0,134.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
162,K20240223,162.0,2.0,2.0,0.0,1.0,136.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
163,K20240223,163.0,2.0,2.0,1.0,1.0,167.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
164,K20240223,164.0,2.0,2.0,0.0,1.0,172.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
165,K20240223,165.0,2.0,2.0,0.0,1.0,158.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
166,K20240223,166.0,2.0,2.0,1.0,1.0,121.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
167,K20240223,167.0,2.0,2.0,1.0,1.0,170.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
168,K20240223,168.0,2.0,2.0,0.0,1.0,131.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
169,K20240223,169.0,2.0,2.0,0.0,1.0,159.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
170,K20240223,170.0,2.0,2.0,-1.0,1.0,193.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
171,K20240223,171.0,2.0,2.0,0.0,1.0,151.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
172,K20240223,172.0,2.0,2.0,-1.0,1.0,156.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
173,K20240223,173.0,2.0,2.0,0.0,1.0,153.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
174,K20240223,174.0,2.0,2.0,0.0,1.0,168.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
175,K20240223,175.0,2.0,2.0,0.0,1.0,177.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
176,K20240223,176.0,2.0,2.0,1.0,1.0,113.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
177,K20240223,177.0,2.0,2.0,-1.0,1.0,172.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
178,K20240223,178.0,2.0,2.0,-1.0,1.0,107.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
179,K20240223,179.0,2.0,2.0,0.0,1.0,138.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
180,K20240223,180.0,2.0,2.0,0.0,1.0,151.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
181,K20240223,181.0,2.0,2.0,-1.0,1.0,138.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
182,K20240223,182.0,2.0,2.0,0.0,1.0,158.0,-1.0,2.0,50.0,2.0,20.0,50.0,2.0,2.0,50.0,-1.0
183,K20240223,183.0,2.0,2.0,0.0,1.0,156.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
184,K20240223,184.0,2.0,2.0,1.0,1.0,286.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
185,K20240223,185.0,2.0,2.0,0.0,1.0,126.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
186,K20240223,186.0,2.0,2.0,-1.0,1.0,157.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
187,K20240223,187.0,2.0,2.0,1.0,1.0,155.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
188,K20240223,188.0,2.0,2.0,1.0,1.0,119.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
189,K20240223,189.0,2.0,2.0,0.0,1.0,304.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
190,K20240223,190.0,2.0,2.0,1.0,1.0,137.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
191,K20240223,191.0,2.0,2.0,-1.0,1.0,165.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
