,fname,tnum,task_phase,trial_type,forced,picked_best,rt,ch_side,left_type,left_prob,right_type,right_prob,chosen_prob,chosen_type,best_type,best_prob,best_side
193,K20240224,193.0,2.0,2.0,1.0,1.0,158.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
194,K20240224,194.0,2.0,2.0,1.0,1.0,142.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
195,K20240224,195.0,2.0,2.0,0.0,1.0,157.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
196,K20240224,196.0,2.0,2.0,-1.0,1.0,820.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
197,K20240224,197.0,2.0,2.0,0.0,1.0,158.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
198,K20240224,198.0,3.0,2.0,0.0,1.0,154.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
199,K20240224,199.0,3.0,2.0,0.0,1.0,160.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
200,K20240224,200.0,3.0,1.0,1.0,1.0,141.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
201,K20240224,201.0,3.0,5.0,0.0,0.0,471.0,1.0,1.0,50.0,2.0,50.0,50.0,2.0,,50.0,1.0
202,K20240224,202.0,3.0,3.0,0.0,1.0,155.0,1.0,2.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
203,K20240224,203.0,3.0,2.0,0.0,1.0,158.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
204,K20240224,204.0,3.0,5.0,0.0,0.0,185.0,1.0,2.0,50.0,1.0,50.0,50.0,1.0,,50.0,1.0
205,K20240224,205.0,3.0,1.0,1.0,1.0,171.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
206,K20240224,206.0,3.0,2.0,0.0,0.0,1669.0,1.0,2.0,50.0,2.0,20.0,20.0,2.0,2.0,50.0,-1.0
207,K20240224,207.0,3.0,2.0,-1.0,1.0,153.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
208,K20240224,208.0,3.0,3.0,0.0,1.0,161.0,1.0,2.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
209,K20240224,209.0,3.0,5.0,0.0,0.0,187.0,1.0,1.0,80.0,2.0,80.0,80.0,2.0,,80.0,1.0
210,K20240224,210.0,3.0,4.0,0.0,0.0,1284.0,1.0,2.0,80.0,1.0,50.0,50.0,1.0,2.0,80.0,-1.0
211,K20240224,211.0,3.0,2.0,1.0,1.0,153.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
212,K20240224,212.0,3.0,2.0,0.0,1.0,138.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
213,K20240224,213.0,3.0,5.0,0.0,0.0,186.0,-1.0,2.0,80.0,1.0,80.0,80.0,2.0,,80.0,1.0
214,K20240224,214.0,3.0,3.0,0.0,0.0,803.0,1.0,1.0,80.0,2.0,20.0,20.0,2.0,1.0,80.0,-1.0
215,K20240224,215.0,3.0,3.0,0.0,0.0,358.0,1.0,1.0,50.0,2.0,20.0,20.0,2.0,1.0,50.0,-1.0
216,K20240224,216.0,3.0,3.0,0.0,0.0,234.0,1.0,1.0,80.0,2.0,50.0,50.0,2.0,1.0,80.0,-1.0
217,K20240224,217.0,3.0,1.0,0.0,0.0,173.0,1.0,1.0,50.0,1.0,20.0,20.0,1.0,1.0,50.0,-1.0
218,K20240224,218.0,3.0,4.0,0.0,1.0,160.0,1.0,1.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
219,K20240224,219.0,3.0,3.0,0.0,1.0,163.0,1.0,2.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
220,K20240224,220.0,3.0,2.0,0.0,0.0,801.0,1.0,2.0,80.0,2.0,50.0,50.0,2.0,2.0,80.0,-1.0
221,K20240224,221.0,3.0,1.0,0.0,1.0,175.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
222,K20240224,222.0,3.0,1.0,0.0,1.0,178.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
223,K20240224,223.0,3.0,4.0,0.0,1.0,161.0,-1.0,2.0,80.0,1.0,20.0,80.0,2.0,2.0,80.0,-1.0
224,K20240224,224.0,3.0,4.0,0.0,1.0,161.0,1.0,1.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
225,K20240224,225.0,3.0,4.0,0.0,1.0,142.0,1.0,1.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
226,K20240224,226.0,3.0,5.0,0.0,0.0,385.0,-1.0,2.0,20.0,1.0,20.0,20.0,2.0,,20.0,1.0
227,K20240224,227.0,3.0,1.0,0.0,0.0,185.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
228,K20240224,228.0,3.0,4.0,0.0,0.0,1590.0,1.0,2.0,50.0,1.0,20.0,20.0,1.0,2.0,50.0,-1.0
229,K20240224,229.0,3.0,1.0,0.0,1.0,181.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
230,K20240224,230.0,3.0,2.0,-1.0,1.0,152.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
231,K20240224,231.0,3.0,1.0,-1.0,1.0,2077.0,-1.0,1.0,20.0,1.0,0.0,20.0,1.0,1.0,20.0,-1.0
232,K20240224,232.0,3.0,5.0,0.0,0.0,312.0,1.0,1.0,20.0,2.0,20.0,20.0,2.0,,20.0,1.0
233,K20240224,233.0,3.0,1.0,0.0,0.0,1485.0,1.0,1.0,80.0,1.0,20.0,20.0,1.0,1.0,80.0,-1.0
234,K20240224,234.0,3.0,1.0,1.0,1.0,169.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
235,K20240224,235.0,3.0,2.0,1.0,1.0,168.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
236,K20240224,236.0,3.0,2.0,1.0,1.0,137.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
237,K20240224,237.0,3.0,4.0,0.0,0.0,870.0,1.0,2.0,80.0,1.0,20.0,20.0,1.0,2.0,80.0,-1.0
238,K20240224,238.0,3.0,2.0,1.0,1.0,160.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
239,K20240224,239.0,3.0,4.0,0.0,1.0,184.0,-1.0,2.0,80.0,1.0,50.0,80.0,2.0,2.0,80.0,-1.0
240,K20240224,240.0,3.0,1.0,1.0,1.0,171.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
241,K20240224,241.0,3.0,5.0,0.0,0.0,307.0,1.0,2.0,80.0,1.0,80.0,80.0,1.0,,80.0,1.0
242,K20240224,242.0,3.0,2.0,0.0,1.0,150.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
243,K20240224,243.0,3.0,5.0,0.0,0.0,160.0,1.0,1.0,80.0,2.0,80.0,80.0,2.0,,80.0,1.0
244,K20240224,244.0,3.0,2.0,0.0,0.0,1303.0,1.0,2.0,50.0,2.0,20.0,20.0,2.0,2.0,50.0,-1.0
245,K20240224,245.0,3.0,4.0,0.0,1.0,223.0,-1.0,2.0,50.0,1.0,20.0,50.0,2.0,2.0,50.0,-1.0
246,K20240224,246.0,3.0,1.0,0.0,1.0,165.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
247,K20240224,247.0,3.0,1.0,0.0,0.0,1522.0,1.0,1.0,80.0,1.0,20.0,20.0,1.0,1.0,80.0,-1.0
248,K20240224,248.0,3.0,5.0,0.0,0.0,164.0,1.0,2.0,20.0,1.0,20.0,20.0,1.0,,20.0,1.0
249,K20240224,249.0,3.0,5.0,0.0,0.0,171.0,1.0,2.0,50.0,1.0,50.0,50.0,1.0,,50.0,1.0
250,K20240224,250.0,3.0,2.0,0.0,1.0,155.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
251,K20240224,251.0,3.0,1.0,0.0,1.0,176.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
252,K20240224,252.0,3.0,3.0,0.0,1.0,137.0,1.0,2.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
253,K20240224,253.0,3.0,2.0,0.0,1.0,154.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
254,K20240224,254.0,3.0,3.0,0.0,0.0,814.0,1.0,1.0,80.0,2.0,20.0,20.0,2.0,1.0,80.0,-1.0
255,K20240224,255.0,3.0,1.0,0.0,1.0,181.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
256,K20240224,256.0,3.0,2.0,0.0,1.0,171.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
257,K20240224,257.0,3.0,1.0,1.0,1.0,171.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
258,K20240224,258.0,3.0,3.0,0.0,0.0,659.0,1.0,1.0,80.0,2.0,50.0,50.0,2.0,1.0,80.0,-1.0
259,K20240224,259.0,3.0,2.0,1.0,1.0,167.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
260,K20240224,260.0,3.0,1.0,1.0,1.0,150.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
261,K20240224,261.0,3.0,3.0,0.0,1.0,154.0,1.0,2.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
262,K20240224,262.0,3.0,4.0,0.0,1.0,308.0,1.0,1.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
263,K20240224,263.0,3.0,1.0,0.0,0.0,603.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
264,K20240224,264.0,3.0,3.0,0.0,0.0,652.0,1.0,1.0,50.0,2.0,20.0,20.0,2.0,1.0,50.0,-1.0
265,K20240224,265.0,3.0,5.0,0.0,0.0,251.0,1.0,1.0,50.0,2.0,50.0,50.0,2.0,,50.0,1.0
266,K20240224,266.0,3.0,2.0,1.0,1.0,171.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
267,K20240224,267.0,3.0,5.0,0.0,0.0,339.0,1.0,1.0,20.0,2.0,20.0,20.0,2.0,,20.0,1.0
268,K20240224,268.0,3.0,4.0,0.0,1.0,155.0,1.0,1.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
269,K20240224,269.0,3.0,1.0,0.0,0.0,943.0,1.0,1.0,50.0,1.0,20.0,20.0,1.0,1.0,50.0,-1.0
270,K20240224,270.0,3.0,3.0,0.0,1.0,147.0,1.0,2.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
271,K20240224,271.0,3.0,4.0,0.0,1.0,204.0,1.0,1.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
272,K20240224,272.0,3.0,2.0,-1.0,1.0,1385.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
273,K20240224,273.0,3.0,2.0,-1.0,1.0,162.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
274,K20240224,274.0,3.0,2.0,0.0,0.0,896.0,1.0,2.0,80.0,2.0,20.0,20.0,2.0,2.0,80.0,-1.0
275,K20240224,275.0,3.0,2.0,0.0,1.0,154.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
276,K20240224,276.0,3.0,3.0,0.0,0.0,861.0,1.0,1.0,80.0,2.0,20.0,20.0,2.0,1.0,80.0,-1.0
277,K20240224,277.0,3.0,2.0,1.0,1.0,172.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
278,K20240224,278.0,3.0,5.0,0.0,0.0,169.0,1.0,2.0,50.0,1.0,50.0,50.0,1.0,,50.0,1.0
279,K20240224,279.0,3.0,1.0,0.0,0.0,670.0,1.0,1.0,50.0,1.0,20.0,20.0,1.0,1.0,50.0,-1.0
280,K20240224,280.0,3.0,5.0,0.0,0.0,312.0,1.0,1.0,20.0,2.0,20.0,20.0,2.0,,20.0,1.0
281,K20240224,281.0,3.0,1.0,1.0,1.0,209.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
282,K20240224,282.0,3.0,2.0,0.0,1.0,171.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
283,K20240224,283.0,3.0,4.0,0.0,1.0,177.0,-1.0,2.0,80.0,1.0,20.0,80.0,2.0,2.0,80.0,-1.0
284,K20240224,284.0,3.0,3.0,0.0,1.0,161.0,1.0,2.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
285,K20240224,285.0,3.0,5.0,0.0,0.0,187.0,1.0,2.0,80.0,1.0,80.0,80.0,1.0,,80.0,1.0
286,K20240224,286.0,3.0,1.0,0.0,1.0,173.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
287,K20240224,287.0,3.0,4.0,0.0,1.0,163.0,1.0,1.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
288,K20240224,288.0,3.0,2.0,0.0,1.0,139.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
289,K20240224,289.0,3.0,5.0,0.0,0.0,383.0,-1.0,2.0,20.0,1.0,20.0,20.0,2.0,,20.0,1.0
290,K20240224,290.0,3.0,3.0,0.0,0.0,161.0,1.0,1.0,80.0,2.0,50.0,50.0,2.0,1.0,80.0,-1.0
291,K20240224,291.0,3.0,4.0,0.0,1.0,151.0,1.0,1.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
292,K20240224,292.0,3.0,2.0,0.0,1.0,157.0,-1.0,2.0,80.0,2.0,20.0,80.0,2.0,2.0,80.0,-1.0
293,K20240224,293.0,3.0,1.0,0.0,0.0,188.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
294,K20240224,294.0,3.0,2.0,-1.0,1.0,920.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
295,K20240224,295.0,3.0,1.0,0.0,0.0,1347.0,1.0,1.0,80.0,1.0,20.0,20.0,1.0,1.0,80.0,-1.0
296,K20240224,296.0,3.0,4.0,0.0,1.0,158.0,-1.0,2.0,80.0,1.0,50.0,80.0,2.0,2.0,80.0,-1.0
297,K20240224,297.0,3.0,3.0,0.0,1.0,171.0,1.0,2.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
298,K20240224,298.0,3.0,2.0,1.0,1.0,159.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
299,K20240224,299.0,3.0,3.0,0.0,0.0,343.0,1.0,1.0,50.0,2.0,20.0,20.0,2.0,1.0,50.0,-1.0
300,K20240224,300.0,3.0,1.0,0.0,1.0,167.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
301,K20240224,301.0,3.0,2.0,1.0,1.0,146.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
302,K20240224,302.0,3.0,2.0,0.0,1.0,186.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
303,K20240224,303.0,3.0,2.0,-1.0,1.0,120.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
304,K20240224,304.0,3.0,4.0,0.0,1.0,140.0,1.0,1.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
305,K20240224,305.0,3.0,5.0,0.0,0.0,157.0,1.0,1.0,50.0,2.0,50.0,50.0,2.0,,50.0,1.0
306,K20240224,306.0,3.0,4.0,0.0,0.0,1634.0,1.0,2.0,50.0,1.0,20.0,20.0,1.0,2.0,50.0,-1.0
307,K20240224,307.0,3.0,1.0,1.0,1.0,162.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
308,K20240224,308.0,3.0,5.0,0.0,0.0,143.0,1.0,1.0,80.0,2.0,80.0,80.0,2.0,,80.0,1.0
309,K20240224,309.0,3.0,1.0,1.0,1.0,169.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
310,K20240224,310.0,3.0,3.0,0.0,1.0,154.0,1.0,2.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
311,K20240224,311.0,3.0,1.0,0.0,1.0,178.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
312,K20240224,312.0,3.0,2.0,0.0,1.0,181.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
313,K20240224,313.0,3.0,1.0,1.0,1.0,162.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
314,K20240224,314.0,3.0,2.0,1.0,1.0,217.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
315,K20240224,315.0,3.0,5.0,0.0,0.0,158.0,1.0,1.0,80.0,2.0,80.0,80.0,2.0,,80.0,1.0
316,K20240224,316.0,3.0,1.0,0.0,1.0,159.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
317,K20240224,317.0,3.0,5.0,0.0,0.0,328.0,-1.0,2.0,20.0,1.0,20.0,20.0,2.0,,20.0,1.0
318,K20240224,318.0,3.0,5.0,0.0,0.0,203.0,1.0,1.0,50.0,2.0,50.0,50.0,2.0,,50.0,1.0
319,K20240224,319.0,3.0,5.0,0.0,0.0,837.0,1.0,2.0,80.0,1.0,80.0,80.0,1.0,,80.0,1.0
320,K20240224,320.0,3.0,3.0,0.0,0.0,677.0,1.0,1.0,80.0,2.0,20.0,20.0,2.0,1.0,80.0,-1.0
321,K20240224,321.0,3.0,4.0,0.0,0.0,1182.0,1.0,2.0,50.0,1.0,20.0,20.0,1.0,2.0,50.0,-1.0
322,K20240224,322.0,3.0,2.0,-1.0,1.0,2734.0,-1.0,2.0,50.0,2.0,0.0,50.0,2.0,2.0,50.0,-1.0
323,K20240224,323.0,3.0,2.0,0.0,0.0,980.0,1.0,2.0,50.0,2.0,20.0,20.0,2.0,2.0,50.0,-1.0
324,K20240224,324.0,3.0,1.0,0.0,0.0,1201.0,1.0,1.0,50.0,1.0,20.0,20.0,1.0,1.0,50.0,-1.0
325,K20240224,325.0,3.0,2.0,-1.0,1.0,212.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
326,K20240224,326.0,3.0,1.0,1.0,1.0,149.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
327,K20240224,327.0,3.0,2.0,0.0,0.0,882.0,1.0,2.0,80.0,2.0,20.0,20.0,2.0,2.0,80.0,-1.0
328,K20240224,328.0,3.0,2.0,0.0,1.0,159.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
329,K20240224,329.0,3.0,4.0,0.0,1.0,171.0,1.0,1.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
330,K20240224,330.0,3.0,3.0,0.0,0.0,333.0,1.0,1.0,50.0,2.0,20.0,20.0,2.0,1.0,50.0,-1.0
331,K20240224,331.0,3.0,1.0,1.0,1.0,170.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
332,K20240224,332.0,3.0,3.0,0.0,1.0,167.0,1.0,2.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
333,K20240224,333.0,3.0,4.0,0.0,1.0,159.0,1.0,1.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
334,K20240224,334.0,3.0,2.0,0.0,1.0,161.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
335,K20240224,335.0,3.0,1.0,0.0,1.0,162.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
336,K20240224,336.0,3.0,1.0,0.0,0.0,884.0,1.0,1.0,80.0,1.0,20.0,20.0,1.0,1.0,80.0,-1.0
337,K20240224,337.0,3.0,3.0,0.0,1.0,165.0,1.0,2.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
338,K20240224,338.0,3.0,4.0,0.0,1.0,174.0,1.0,1.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
339,K20240224,339.0,3.0,4.0,0.0,1.0,162.0,-1.0,2.0,80.0,1.0,20.0,80.0,2.0,2.0,80.0,-1.0
340,K20240224,340.0,3.0,3.0,0.0,1.0,186.0,1.0,2.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
341,K20240224,341.0,3.0,4.0,0.0,0.0,781.0,1.0,2.0,80.0,1.0,50.0,50.0,1.0,2.0,80.0,-1.0
342,K20240224,342.0,3.0,2.0,1.0,1.0,154.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
343,K20240224,343.0,3.0,1.0,0.0,0.0,171.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
344,K20240224,344.0,3.0,2.0,0.0,1.0,147.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
345,K20240224,345.0,3.0,5.0,0.0,0.0,332.0,1.0,1.0,20.0,2.0,20.0,20.0,2.0,,20.0,1.0
346,K20240224,346.0,3.0,1.0,0.0,1.0,163.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
347,K20240224,347.0,3.0,2.0,1.0,1.0,170.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
348,K20240224,348.0,3.0,5.0,0.0,0.0,1032.0,1.0,2.0,50.0,1.0,50.0,50.0,1.0,,50.0,1.0
349,K20240224,349.0,3.0,3.0,0.0,0.0,387.0,1.0,1.0,80.0,2.0,50.0,50.0,2.0,1.0,80.0,-1.0
350,K20240224,350.0,3.0,1.0,0.0,0.0,1906.0,1.0,1.0,80.0,1.0,20.0,20.0,1.0,1.0,80.0,-1.0
351,K20240224,351.0,3.0,2.0,0.0,1.0,155.0,1.0,2.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
352,K20240224,352.0,3.0,3.0,0.0,0.0,209.0,1.0,1.0,80.0,2.0,50.0,50.0,2.0,1.0,80.0,-1.0
353,K20240224,353.0,3.0,4.0,0.0,1.0,173.0,-1.0,2.0,80.0,1.0,20.0,80.0,2.0,2.0,80.0,-1.0
354,K20240224,354.0,3.0,5.0,0.0,0.0,767.0,1.0,2.0,80.0,1.0,80.0,80.0,1.0,,80.0,1.0
355,K20240224,355.0,3.0,5.0,0.0,0.0,1005.0,1.0,2.0,50.0,1.0,50.0,50.0,1.0,,50.0,1.0
356,K20240224,356.0,3.0,4.0,0.0,1.0,172.0,1.0,1.0,20.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
357,K20240224,357.0,3.0,2.0,0.0,1.0,875.0,-1.0,2.0,80.0,2.0,50.0,80.0,2.0,2.0,80.0,-1.0
358,K20240224,358.0,3.0,2.0,0.0,1.0,156.0,1.0,2.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
359,K20240224,359.0,3.0,5.0,0.0,0.0,884.0,1.0,1.0,20.0,2.0,20.0,20.0,2.0,,20.0,1.0
360,K20240224,360.0,3.0,1.0,0.0,1.0,162.0,1.0,1.0,20.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
361,K20240224,361.0,3.0,5.0,0.0,0.0,142.0,1.0,2.0,20.0,1.0,20.0,20.0,1.0,,20.0,1.0
362,K20240224,362.0,3.0,2.0,1.0,1.0,140.0,1.0,2.0,0.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
363,K20240224,363.0,3.0,3.0,0.0,0.0,1334.0,1.0,1.0,50.0,2.0,20.0,20.0,2.0,1.0,50.0,-1.0
364,K20240224,364.0,3.0,3.0,0.0,1.0,158.0,1.0,2.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
365,K20240224,365.0,3.0,2.0,-1.0,1.0,210.0,-1.0,2.0,20.0,2.0,0.0,20.0,2.0,2.0,20.0,-1.0
366,K20240224,366.0,3.0,1.0,0.0,0.0,196.0,1.0,1.0,80.0,1.0,50.0,50.0,1.0,1.0,80.0,-1.0
367,K20240224,367.0,3.0,5.0,0.0,0.0,193.0,1.0,1.0,50.0,2.0,50.0,50.0,2.0,,50.0,1.0
368,K20240224,368.0,3.0,1.0,0.0,1.0,139.0,1.0,1.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
369,K20240224,369.0,3.0,2.0,1.0,1.0,161.0,1.0,2.0,0.0,2.0,50.0,50.0,2.0,2.0,50.0,1.0
370,K20240224,370.0,3.0,3.0,0.0,0.0,623.0,1.0,1.0,80.0,2.0,20.0,20.0,2.0,1.0,80.0,-1.0
371,K20240224,371.0,3.0,5.0,0.0,0.0,147.0,1.0,1.0,80.0,2.0,80.0,80.0,2.0,,80.0,1.0
372,K20240224,372.0,3.0,4.0,0.0,1.0,146.0,1.0,1.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
373,K20240224,373.0,3.0,2.0,0.0,1.0,137.0,1.0,2.0,20.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
374,K20240224,374.0,3.0,1.0,0.0,0.0,954.0,1.0,1.0,50.0,1.0,20.0,20.0,1.0,1.0,50.0,-1.0
375,K20240224,375.0,3.0,4.0,0.0,1.0,168.0,1.0,1.0,50.0,2.0,80.0,80.0,2.0,2.0,80.0,1.0
376,K20240224,376.0,3.0,1.0,0.0,1.0,171.0,1.0,1.0,20.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
377,K20240224,377.0,3.0,2.0,-1.0,1.0,1786.0,-1.0,2.0,80.0,2.0,0.0,80.0,2.0,2.0,80.0,-1.0
378,K20240224,378.0,3.0,2.0,0.0,0.0,815.0,1.0,2.0,80.0,2.0,20.0,20.0,2.0,2.0,80.0,-1.0
379,K20240224,379.0,3.0,3.0,0.0,0.0,687.0,-1.0,2.0,20.0,1.0,50.0,20.0,2.0,1.0,50.0,1.0
380,K20240224,380.0,3.0,4.0,0.0,0.0,1431.0,1.0,2.0,80.0,1.0,50.0,50.0,1.0,2.0,80.0,-1.0
381,K20240224,381.0,3.0,1.0,1.0,1.0,204.0,1.0,1.0,0.0,1.0,50.0,50.0,1.0,1.0,50.0,1.0
382,K20240224,382.0,3.0,4.0,0.0,0.0,1468.0,1.0,2.0,50.0,1.0,20.0,20.0,1.0,2.0,50.0,-1.0
383,K20240224,383.0,3.0,2.0,0.0,0.0,1561.0,1.0,2.0,50.0,2.0,20.0,20.0,2.0,2.0,50.0,-1.0
384,K20240224,384.0,3.0,2.0,1.0,1.0,224.0,1.0,2.0,0.0,2.0,20.0,20.0,2.0,2.0,20.0,1.0
385,K20240224,385.0,3.0,1.0,1.0,1.0,171.0,1.0,1.0,0.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
386,K20240224,386.0,3.0,3.0,0.0,1.0,173.0,1.0,2.0,50.0,1.0,80.0,80.0,1.0,1.0,80.0,1.0
387,K20240224,387.0,3.0,1.0,1.0,1.0,172.0,1.0,1.0,0.0,1.0,20.0,20.0,1.0,1.0,20.0,1.0
